size_bytes,round_index,enc_ns,dec_ns,energy_mWh
1048576,7,53343570,67950710,1.538283
1048576,8,52818000,70914250,1.538283
1048576,9,53513920,68843150,1.538283
1048576,10,53685240,68420820,1.538283
1048576,11,52565660,68883950,1.538283
1048576,12,53611270,67596490,1.538283
1048576,13,52624730,68513800,1.538283
1048576,14,53137800,67617360,1.538283
1048576,15,53066070,67491620,1.538283
1048576,16,53300500,67840550,1.538283
1048576,17,57452820,71987570,1.538283
1048576,18,54251200,69696630,1.538283
1048576,19,53834130,70946630,1.538283
1048576,20,57229580,69528840,1.538283
1048576,21,55580060,73103590,1.538283
1048576,22,56072430,72259170,1.538283
1048576,23,52305570,67854290,1.538283
1048576,24,52755660,67657520,1.538283
1048576,25,54769200,67903770,1.538283
1048576,26,52688690,67819410,1.538283
1048576,27,52467450,67970550,1.538283
1048576,28,52947320,68499650,1.538283
1048576,29,52416620,68273300,1.538283
1048576,30,53466790,68041890,1.538283
